business_id,type,checkins
nFsBNxA0uzhORuvr0ldPnQ,checkin,3
6HAwTnhNJoR5VNdfUrRoEw,checkin,342
qvCWi43C0hV0Dx641NbEfQ,checkin,3
gAOSkLm1VvEzoHlImLniFA,checkin,7
tOyk870qdozDtfJ7KeKrRA,checkin,10
BLVGxzJMxu8SKM_ZoEonPw,checkin,8
zAyk-fwDWf69AaTwNT2Ksg,checkin,6
DMMeXgKpbLDshmNzFfzHew,checkin,54
o4hq3viC3_T8mAmZAtvx1A,checkin,5
-kCKLh8iVgAUhNNQNct4mg,checkin,6
mNqdYfvAWpyBP3eQpecssw,checkin,151
jD0FfkB90Rwob9Os_eafZA,checkin,15
Y34FJbdf6DuRAJ0k12yPnQ,checkin,8
iH7WseaEfki1ne4Ojdk7rQ,checkin,20
4lsKFNgbjgt0FK7f8caQrg,checkin,49
f5gBrmGJNpnMClTXgu3Fvg,checkin,12
MiVcQsXp3TYUmeD7FSa-hA,checkin,175
jTAooccoecIJiv5wb4h8sQ,checkin,58
xpAOSN2hrO7lX_XEWhPgFg,checkin,10
bgDJ_3krwFma_PjLNqrX9A,checkin,11
WwIL1NEZn9oqq8SOnF1QJA,checkin,20
1HNEj6kcEw369RX9Vlcixw,checkin,75
I0Bs_9fQH43oqLK7FKmZJg,checkin,12
q8R86OehdNa5fQ9ssu3STg,checkin,21
cJjE7oxUY_9YTF9BivhHDQ,checkin,7
lkFthErL_-ZayIVhCE67FQ,checkin,15
6fj7Bfqk_9xjBVPM0z3qOQ,checkin,142
YDOCUDowvLzQtDdg7w3esw,checkin,5
Yj5CBsJCkUGkLtYRbtfKLg,checkin,103
Q705sBTJwcNuf1_Nahy86A,checkin,4
uYLbsoytUFMK-mJyQZ6GvQ,checkin,53
AXixlciaDB5jo2NMZmSKoA,checkin,188
Pt667RuH8g5tue8KcCShtQ,checkin,656
Zu_-01qRyxJ25L7-3Gl5WQ,checkin,86
KTHdFC3_0Zz48Z_gAMMtdA,checkin,35
_9FE1suB2j8us4E6A_5TXw,checkin,7
K0o5GWGSjoUotwrfFjhJGA,checkin,4
7C3-VMj4Grn26XqdO7ineQ,checkin,15
8S_QvKF2YpV-GNs8itWZbg,checkin,32
G51m9_lx90bB9k0wHdohGg,checkin,5
cHbvVcwhv62QYJTlz0t-Zg,checkin,121
Y2dHbVk90jXbTxlt3q864g,checkin,15
9sCdSUm-OMqCYukHw9GIMw,checkin,4
TmJsC9o_giDfMk1lN7bDJw,checkin,56
1gM3AuckLVCPuG4uxrnB0Q,checkin,11
qdA4qiSXjaiuqO4SueH9VA,checkin,72
ePwLfpvB6QkBOtKIyPycPw,checkin,76
R1cm5N0t1cV8LL8KbeexJw,checkin,33
Epw24kOK4s9kvnf9I6XoCA,checkin,62
QUyZvSwSfQnculuq05suYQ,checkin,10
mME-ZTCtf9gGvqGbJ83pJQ,checkin,29
9ee9VqXJBYlF3gQELzLlNw,checkin,23
s18y3UIzpqeg8-QPdyDZ5g,checkin,15
mI4pMoKbtB6XzVoeKDBtPw,checkin,6
FZiO8zY1rC68jjhiMja1fQ,checkin,5
S1DLaZiz1-EQjrJ-3SzYGQ,checkin,12
7087J5JsvHmoa-wjL02guw,checkin,35
9fORayXSQ9D8-f4u6Jn1Dg,checkin,19
4QS_4SFaZr-6s1iG6sUrbA,checkin,15
0mSi_Dzjea-r-Fra8rNUKw,checkin,6
E6HzAdx2vyZVyuNoa4-Xaw,checkin,145
nOZ0-lTokiAAYMwlZs-LFA,checkin,52
RJWjsAJrUJyHuKM4xLbh2w,checkin,30
h341Q8AG2OytBgzN9hh1Mw,checkin,61
OVO5SWYHUz0exszeIBW33A,checkin,5
qfRb7reVsK7skmEdoQzyWQ,checkin,3
RnUemTgfTTCU01Xn2Tc5qQ,checkin,160
BrIHPtnJC6gXDEbnTuEupA,checkin,44
NhC5jBQLb0f-NUX5M59IKA,checkin,9
8q6a5_rWBL8BNimvtZ0a-g,checkin,36
wbgSxmuquSeAhtUEWcjAJQ,checkin,19
yYtDQtuYjS8aRipuYJNFPw,checkin,19
jVy16yuTbXpiuVuhs1il_w,checkin,9
bSFuJDDTj6BeKypgBNFBGg,checkin,133
XZWUW6-vxePuIEwRPgSl2w,checkin,21
iYk029FqYxcgrqVlTXewJQ,checkin,55
strMzTo9IsGhUVBkcB73jw,checkin,242
9sv_F0OhViV0VGLEXrIGCg,checkin,74
zbPIIrWgw25kqAFkdBKxOA,checkin,3
OoDf3KmK0-8NMJ2C0fb2iA,checkin,20
-F3sTUxyHpSwWeMiV0RaPQ,checkin,45
qv2n5yGIDtF3dhPliW4kLA,checkin,32
R4zLDuB0g_5H00-nfcpBgQ,checkin,7
yepVhPhGXw_lYnZUPXNzJw,checkin,65
s9XNBJAZ3ZcNW5u8BRZXuw,checkin,345
lQ_KqJfoXkP_aN9MGTt-Aw,checkin,69
kay6xcNSE93fM96uHhA6ug,checkin,34
jBtrrUR8UjMLTwqjaSqCAA,checkin,23
Se_H3fewmzDgMaEQw2ljRw,checkin,10
aHv7rdAOuV8bV-dopNQdvA,checkin,4
IVQylJeESu0HG5SNkKv5Rw,checkin,3
AzNRSPu8LcsedsfZ694uCw,checkin,5
c0-q98sX3AEsiYKSVIukyQ,checkin,131
h1SqMkheoarBuPmp8N2Apw,checkin,16
OVFcGSh4Wu-ss8Iq_fIC-Q,checkin,134
tbDFrvAhfqnBz_6OMsczsA,checkin,7
OC4_GC93rtbPiUz1M8roDQ,checkin,3
Am3ZhUZjy4VmQNwdn9ww8A,checkin,5
6rFyXYyHioJUBDX5q7hneA,checkin,24
_YP4DLfj7Gcx6_qxhgkxIg,checkin,5
MTHdQIjteE2uo_jICny1Dg,checkin,9
YQittH1-yoZelJIMQTBg3w,checkin,4
mI1SBMkFPUbBDV7Tm1E16Q,checkin,16
KYJimECPaDmObYSdGU1rww,checkin,4
RGKV6iTkxcIiWBpdPTkWIQ,checkin,13
97AFYADGuOJX-mx8YPFZpg,checkin,22
OEO-ambSnzxSbFbx3xFWHQ,checkin,18
RQ-Qsf5KJfd0v9_u5ssyvQ,checkin,77
gi4KW-1BkHZhKC2q5YeDgA,checkin,77
ISLvkmSXU3eTeNh-_4Ox3w,checkin,7
l3WML3zeuotwUHzhbwCj_w,checkin,156
INHDFn2183h8xMCDj9B1iQ,checkin,44
2SoJSPZI90aIpndvKSQvCA,checkin,6
JceYe6yTaR_bwFP6UuxdEQ,checkin,21
VyJSC_gG0oJedoGyoOHLMQ,checkin,50
i4qCM6lGEfjmrvMPxcwMjQ,checkin,3
d-EaGpwrCuJ_-Ubme9rC7A,checkin,578
pICBt9GH_4YwJldOioKOFQ,checkin,44
Ofo5YwQGd2NAkJAHyO3tuw,checkin,217
taDJhFyvgD17w-NoUR7WGQ,checkin,12
irdy3qeC6_Xu0-VjCLeOmQ,checkin,185
BFFD8ntOLu40yzEqp8Zetw,checkin,5
Iiawi9j9SMLXXDYzgt2tFA,checkin,9
xUfhG7rw_vX7UMKpgB7xrw,checkin,19
kgm46SAqlVObnRKjcyDMyA,checkin,477
fiakOloknJZNUDD-yly-Ew,checkin,17
kX-nr1Lf4g2S3IaEi4nmVw,checkin,4
gj9BojZjWJsv8Ixij8eUIg,checkin,12
mbcy4F1Ph2gQrjNBvhNSng,checkin,33
GPOPhCDxx8dmbw0DsUOUZw,checkin,5
Y-xrAk1sOzW-Rc2LUGLu8g,checkin,14
43E2pI23izWmOjLd7bkb0g,checkin,14
MtbyOeiuN6_Z0cAr9D8FoA,checkin,103
vP61sXEXF4SssXR5zIhrGA,checkin,60
8IrkMlexj0hvSCsNvQaYew,checkin,8
7SeQCPtsviz0L2YMHCz3-w,checkin,26
nRu1XwMBZgY2l371Qr-fRQ,checkin,5
N0fNzWPCTQgCRBYHOD3zZQ,checkin,11
JIUlJaFzsBpQ1e5QpILOhw,checkin,60
pDIG0VrCzHrGeMKX-Y4CDA,checkin,9
CTSK7kK0b8yChL8i8u_ioQ,checkin,16
3x3tJ8lGU1Y4wLqfHtqU1A,checkin,152
gLSU0UZ3LYhQoUUtIfHrmg,checkin,20
nZ5li6yoc8BlqHNByaJ56g,checkin,32
gxjeuQkQp_-QIDKxazivVw,checkin,18
daaC6Hvh4wO6gea1Yk_hrA,checkin,11
eW-hTjKrt91NnQ9xzMYtDQ,checkin,15
fGkRQjtFg-ih1e6z_PzlNQ,checkin,4
y2CMEHwaKWz5RMUC_pcT0g,checkin,47
TrkF3j4-uBNxkmLVQsbMtg,checkin,6
859jud754SQWHDpIXeBAiQ,checkin,21
ev1cTlgyXVGBKRIHD2sE7A,checkin,11
yuIWi2yjttKlgfSOdc1HrQ,checkin,5
csljuJBpPjOJd-KXswyeRw,checkin,7
hre_4sjNAo9jYE6PfhRuAw,checkin,89
IgkTUgyTiYOdNIR2S2RPAw,checkin,27
J_b1GS2A4deFJaAzu6NySQ,checkin,12
NV99OGLKAmvdQh9TTMdyzA,checkin,4
ha3m97grf27exFfyrBys2Q,checkin,24
_2cyQIZPZc2o4EcUVbc0Lg,checkin,45
8KXIh45r0PO4C_eJffmNNA,checkin,65
EQegFzTCHT3OOoBJ3k7RWg,checkin,11
EqA_0-n-OFg86hdyYm65rw,checkin,81
OFydJ9zOf0TL_3mV6boHVg,checkin,3
1jXZJ3JUuR2SBFCv4vAJ_g,checkin,23
Np09awPGr7LFUve8QFtqZA,checkin,13
SmRmvbs3eg5gZ-r_h9CzIA,checkin,26
jIr4tUDfWJlU5BZcDr6lnA,checkin,46
D7FD6pRaSlP8cAdnGtUXaQ,checkin,6
1C0-nw952dyeFn5qIt6GBg,checkin,3
kDGN_1dlCmIqEoKflTwwdw,checkin,46
LJLG6hmrKs-EVWFiN0o17A,checkin,63
bkF_a54ODbT3vTZdtI4tiw,checkin,78
B5U4D5Juzwxr8e6fS11xuw,checkin,21
yQEE9ZuJe0lQNoQdG68l7A,checkin,23
_Qkckrb1d5fwi6BJotor5g,checkin,276
zvJsVK2ZsQMhD35-iYt5Og,checkin,5
Wx_lVCh12ct-SC3WTXZ0Yg,checkin,3
sDm16L8Dz7O5tGZsOIb7UA,checkin,48
ZrQQqlBhOik5N3dbzqvgzg,checkin,6
uPvs5wdp0lzxy9QjhgGWvQ,checkin,41
bzQkqhSQwnGUyKg2EJYiZA,checkin,20
E6DnUFy3GoN4DxTqturtug,checkin,168
E_q4g6-R5EUr3a38mChL2Q,checkin,14
qVQnmQcH8yBxCwLmBVWycg,checkin,51
pgELQueWyf3sYjPOlx0Pxw,checkin,15
7J9er8d9BrRJ3odyh5D12w,checkin,46
mj6gUOf8WaCUaQdIz_jJaQ,checkin,5
4sDNVEpeCKsatT-H_or1Vw,checkin,11
o8dj1jy68TP9MPMjI63plQ,checkin,10
pGhWowZB0SMNKAmCDV6eJA,checkin,86
57mzsWiot7rPIlh3O3ZorQ,checkin,18
wQYDQcKgL9y4No9ZnFDC7w,checkin,8
koYZvPtwf0MFWhmpemIA1Q,checkin,20
C40IsC_MxEfX3-fOBNe7WA,checkin,57
2MW8urGKksrdsH46rzkj-A,checkin,36
P_8nNu7NPtx-fI3bxjDylA,checkin,7
Ih1TGSZyu2Q8htn2JA4tIA,checkin,79
GzWiVvE6JDdBNowNVshItA,checkin,170
Q90fNAiXiTHFoqgCDf63sg,checkin,20
9PrgqakLyqlxTTqvvfYNyA,checkin,10
vGI3QO3wDBuQ2fPXVJmL9A,checkin,22
lrTf5TEGoeB6MkYre4gASQ,checkin,16
MO-CND8v8eR_vzLM-C7rug,checkin,3
TjtbtpnLR1-UPd8FAee2XA,checkin,10
fec8QvPrbn4i96_ASSGiWg,checkin,17
W_TjN1pbEfLE90uEOdNVCQ,checkin,12
JzKfqM6j2PYRrFe_SEynUw,checkin,3
c51leTTj2gxo0PdypLoQWA,checkin,13
jqTYAYvBXkwHcelA4BjWhQ,checkin,24
MjjopaU-zKJIsMmO9hCz5g,checkin,4
GjG2_JvHg6ISrLchOag_lA,checkin,127
u7zzeGFf0ku1E7fKPGljgw,checkin,81
nxAnLmUuUhaU2jM214uRxQ,checkin,20
2Lfphj6nhZ0uRN9Ajt4wtA,checkin,22
LzajG3VOL9uTLPaIgiuquw,checkin,12
w3auuIZmKCdk2UvQbonyMQ,checkin,138
ysUJiLxFpfMCu9NdG0Dn0Q,checkin,42
hHf_PhFb5QbdrCXSeS0Icw,checkin,4
Q5pkVsJS4-AVR9m4wg1j6w,checkin,10
0VV3LLrgDHrJ_n4suqKWLg,checkin,18
MgYvG-iwtcgwMpERl9-Ohw,checkin,3
tK_a3oP-70kAr0u3qvwPPQ,checkin,93
9lYuwmtzJ4M-6IJFUNLZBw,checkin,5
YlGFx-jAO5g_FWdOxM_Wig,checkin,4
EpvHmnIWgabMhT5CYULMZw,checkin,18
yiDyLTSiBQ06xfnvdlsFJw,checkin,30
zHfOtOsTb0YgggkL--qGWQ,checkin,16
MWFKSDW4cLw2ORRjkKJTcA,checkin,15
yAXUw4chYfmZ2LwJQ7CAFA,checkin,29
6P87IUdQYQzElpdT9n6IBQ,checkin,197
8-TbEcCkKAAstTgCSPUlGQ,checkin,24
7lfETB22f3Idne8xMCIqHA,checkin,49
30mZ_4EnXX4xVRFkAwcHjA,checkin,210
0BScRHEa2lVBCY4spkhmvQ,checkin,47
Y7uLTiXkAghWE3lJmZ6Gdw,checkin,18
EheQubPnPIrcdHF7ZaJk_Q,checkin,3
J6LsZlWubeAfeKsX6xjxyg,checkin,5
m9JwZNFvOYgcQI5Cxu2cnA,checkin,15
zFy7LXep1-IP2FcljtBObw,checkin,16
C295VqXy9d2AZhjWbvuCtQ,checkin,25
lz-j9sBHl2Lh68vZ2UGN4A,checkin,38
9xjzoqsGZ01kowWqBD7SNg,checkin,26
YBFK526tkKzd7AandD4-2g,checkin,27
qgNlUte2tSI7OufuuvR8DA,checkin,154
VerI72nYdRLfynCIJr_Tmg,checkin,24
Oif-dEqMVS3ee_p5ZhYyqA,checkin,43
37NiLnR7_gFMvBmYPsoskA,checkin,18
I_3NzMrJWnZVRf3HhYpxOA,checkin,50
txXbU0J-H3W4tp1ISTrEIg,checkin,19
L666bXMcoQU1CzqDdWoh0Q,checkin,4
Vge4JLde1MA4xjqHKTlNVQ,checkin,32
pNfSodIlLJbicx0xSBPopg,checkin,15
Yymp_XMY3DHBZ58QRQf7rQ,checkin,17
0Vnn-ohbtME9VxCsO4nTAg,checkin,7
axmVRZrUwsfoUJDQ3ocS0g,checkin,14
IfMdrEVrLQ6wKjg8JfxBdw,checkin,7
wBKo18dDR6rWUfAuOC40fg,checkin,8
jHczNFkohV4X-CQW0ulkaA,checkin,9
ihxSlxqVfMS-sQZn57BIog,checkin,15
OPSwtS5Vs1qUj8myfgBjsQ,checkin,12
fOrmUQoNIhxtu_WLKx7WQg,checkin,100
cEe7zcX3REFZsyCDmGqRqQ,checkin,42
-Nh2GPmyjfcbRpnJyKU38g,checkin,11
yqrhPRp3f6IxXWvXF8zNIQ,checkin,16
lw74h6AbGU-zeOYpAe56PA,checkin,236
GcBgWPwxAlo2l4M7BrBMyA,checkin,5
is7I7zd8Mi1m2Ow_EVw8FA,checkin,5
Pz1cXheI-HrpLpT521VKNw,checkin,3
LtdT6G0qnGvNnKMKZSi9Xg,checkin,124
hLHMqnIXSVWzDbP-3-RK-Q,checkin,6
PotMToXYlxZRF2_9TheRxA,checkin,28
D0PUyt1EbOJKdLh636hwWw,checkin,299
lkMCuM5rVYaz29zgJBb_fw,checkin,10
AQB8n2Dfs4eLDo0ylVBr-A,checkin,31
WtzcsOidUETacPTDq6BuHA,checkin,7
WzmcJ-VYAV7fHS_fyPAOqw,checkin,52
v7-muZ5IquJoAOcRyqAGmg,checkin,3
BvbByaAkIfSYfcX9P5zPgw,checkin,13
FPYyblw_Q5-jRWThsBwC8w,checkin,31
zVXcQcJS2Aq9qtyJUCWGrg,checkin,56
Hkm0GTjlVE6LnIW6QCL8yw,checkin,311
-dlVtdzpjjc4o-OJ4S6xtg,checkin,10
fzBDUWZ8oxtcL9gmSvxLcA,checkin,8
3ksTkl5FIMK4I2u1ZlFCmQ,checkin,4
RTiTZGVHjrXTQ8ekImfUQA,checkin,7
G4lspZyt7AJx2c3711MaPQ,checkin,56
y00oZaBgHET4IY0VfOw4SA,checkin,87
GPtov4h2MUgI1zez0ypiXw,checkin,76
I6lkxbQq0sSskDlt0jCs9g,checkin,9
2Atg5qydyE7pt9QFF6M8Vw,checkin,171
xvLUH7Ex_bfZ6q4AradeRQ,checkin,21
8prirhvkYT8zcS7SOoVHpA,checkin,6
PLZllOc5sVMhtsZPrra9aw,checkin,27
lLt_fT0SdOEe8hHyGcoloA,checkin,109
pYRTuu52rjkOXDqj9pBu3w,checkin,38
0Ur2QiGY6boG137wzL3GkQ,checkin,73
uUtd8gFcqxUL2NB1UdmfRg,checkin,11
jXLzmOjHQ7rV-zrX7myA9w,checkin,239
vcXfUenKWTRIOj8HLetAAw,checkin,15
g3WAdIH2ULX6hFI6hOfBWw,checkin,159
-MgFDby-okrbKLBc-SYWdw,checkin,668
QAPrdx1hOrK3AV1KWkYlcw,checkin,49
c0N59lOSoZzeVt7Z-WJm0w,checkin,217
8TvqDIdrFy8gojAa2e5tpA,checkin,316
LjUTLQ5BastQyWCH3UO8gw,checkin,23
Jbu0G0nwx6JF0r6KbpYFUQ,checkin,17
5t_is8G1Ti5jNk6cH7dGSg,checkin,66
6hc1LDQJe-QzDPTZ9JOfUg,checkin,31
d_f2yIJ8mkRXD_BnQ-yA7A,checkin,39
ricbYKyUqevqlle7xzl94Q,checkin,20
U4sjlIG1Ds_4p1OP1Yp9EQ,checkin,121
ti7cVcLeoSw22qlwfZ9vOQ,checkin,16
JMLMAy8ckcqUNs_uMibmpA,checkin,42
khyHL2GRC7T5Vqu61RNiqQ,checkin,68
dINossmSZtIG5GNIbpMiVw,checkin,765
tNrJzjDS32452x0nvz016A,checkin,52
3xK-gWeMbOyXPiqVYUOtDw,checkin,198
_5FOD8UZxyJVWnnoAXq-GQ,checkin,38
-7DxAxnXkAlTXUrtByoXAg,checkin,106
uULtxoLtN1d9dlVjYQUMrQ,checkin,19
EZ0-uqaHpAEIJu3s9497Rw,checkin,13
IYeenY7HilJrKUIur3Eijw,checkin,85
dO6_1mOtPTSdFzpRF5md4w,checkin,18
Lr-ht0E_xIUI6xam5_vPwg,checkin,28
JNt63pOmXJ4Y9u8KMQNvjw,checkin,117
Y7aesBLKUPTrQsuzcce-DQ,checkin,54
HaM_eimqCRXakMLiwh-N6Q,checkin,19
X4lwZ6Msx9GvpDBElqsv8A,checkin,301
RLRHRO25ptrVn26DDw83qg,checkin,58
fltSuLUZiP-6Y7DRCJycYA,checkin,3
62F17L8z4Q4S7U_TayuDBA,checkin,4
MjHJ9VOUywUWtO5uV4RnZw,checkin,16
6XpKQ_62BRcTGA7puhduCg,checkin,21
m0qh4NO0fD16eVS2np6aNw,checkin,44
pgz6IeaZgLuzqrk6HMPhzA,checkin,355
w14m2NW_DAR8nFI21OJhWg,checkin,5
Lvf3N3cfLAmOc5y8Eg8KDg,checkin,430
IRiFdzRDzXxy_6cLB5cbXA,checkin,13
OnoTlQ5Vr_BkyaJBn6emSQ,checkin,20
BKR18gyfLzuFz0-4CYTeiw,checkin,470
1zIOF6DwEqZx-tBI35UXDw,checkin,24
u5BeVgTyqYPowJpRt5bnJA,checkin,44
x4N7KH4hLtHga269T3EOBw,checkin,13
vKQSEJX8T_7RejEJvL33ew,checkin,60
-EOZn5fbMKUo_3QEDFfedQ,checkin,345
JPBbZ2dNYkLl602j71eg3w,checkin,35
vF4d_jh3shJx8jU39AZdqg,checkin,140
royG3-ZCroJsggnSknl19w,checkin,260
9pPUz8y7_foD0YYuIHY54A,checkin,9
exZbE_BhHuiWzNQFZnnRHw,checkin,41
eODFYaXpC0M_39dzR5B2Nw,checkin,35
hOD1FviT9Bza1q42D8WB5g,checkin,513
Fia6VZm0gsvT6hKPSYhPgA,checkin,63
Fa48nm4dZwGNrXo2XDoZgg,checkin,436
vvv1MV3X-Z60ljjcPdpjkg,checkin,5
Ijs6Fjhs-RETgbWRQTXHTw,checkin,452
zn4L11aPR50deqY5__szXw,checkin,10
JHcfeatVT6SnTS2pqteQKg,checkin,8
PY-j9OG_jIvC1o-rIy4jxw,checkin,5
WnBBS5UDCGqVTfsgRDwsaA,checkin,6
0JFKxuixFnJen6MwOCi8Lg,checkin,54
XN4i-qZ3cFK6cqcFRD2WNQ,checkin,14
H5tbvDIw7oojoTcmaXsUrw,checkin,161
X5lRXYpfWXyur9jR8JLLEA,checkin,67
Ec3FZiigDka9cV17b3wXdw,checkin,94
xZEFQlr6rqXxy1Nsmq15wQ,checkin,64
F_sbmpkcdHh5IXwaNLtCMw,checkin,180
yn0xOJzErpI0LGkfKxiNfg,checkin,103
ILNvEpFq5zQPk2wg4NLIIw,checkin,20
TPnm1-CSqzre8NxcOU9QzA,checkin,4
cjSaK1UMDzNeeN9P8sIyaQ,checkin,15
dYLlSj_SWwHg1aA3Km061w,checkin,455
tvl7g3vGfhg2LWPx6LtvBw,checkin,36
aI9jpMHlifqBGwca2pK20Q,checkin,13
YH88lTBjKx8ro6uXub_1EQ,checkin,28
SV7kV_9YgcFYxnoZDGqyqw,checkin,8
jQQF_Vyu69j6VAqyLmqtag,checkin,18
4d9L4n2O0iTT_vZupWw9aQ,checkin,15
Xth3AXjbQVpvsUBNSFcxtA,checkin,25
vf2yCONx3HYVOyJ0ftnv5Q,checkin,12
wxvOv5ERgY2SPp1OyIdLEQ,checkin,14
ulvbAbgMqSviiFaKrQRtZw,checkin,5
2osb1gibL32LWtqhQGouSg,checkin,12
bGIR-okJwsOYH46e88ewUQ,checkin,19
H2PQME3WxWwfCzpsYn_6CQ,checkin,337
hoDG7g0Qxqje0dP_7MqpHQ,checkin,313
iGb3sQ4wCofUJOycrn0wQg,checkin,44
uPezkdNi_x_SwWlf_2rcMw,checkin,88
7REEdOOSYOhWW07c8jhCqg,checkin,13
-sTBvM1pOpZts9dnJ6_5Xw,checkin,20
eg57kF41MBs5RC1vDDRk9Q,checkin,107
TjZFEC9jnhjKYk4ftj6pgA,checkin,3
bGPEviF3GLKv7hDykcjPwg,checkin,7
70o5uUyIxrTqEdoFx6njew,checkin,20
pPsS-ZcPwRNRw2Pdbc4-7A,checkin,49
9Dz4kTyZ5aGK199O99BHGw,checkin,11
7_fkHRNNHSFVP0pQCWm4yQ,checkin,46
nEaTXxPprXBS1S4iOcXeEQ,checkin,40
i6_gm33IuslEp3JW82vMaQ,checkin,14
XGFpkhADJhD0t6eWEpHs9Q,checkin,15
5QJGs9zEU3yQEzMfCPSN3A,checkin,3
y0weNFCIJF9bTgBbFST86A,checkin,266
gbKtl3P0r_zhg5Ws9YeYjg,checkin,6
s5BD7v8zO-YCjm9xnOLo8g,checkin,156
ET5YG2lVJJqmZYB1d2UfrQ,checkin,35
T_Kcz_bkhE9T6YejqFqPxQ,checkin,176
H0gLsxmzxpH2w4OIf-DmBg,checkin,27
kzZJjm56gG0aSpyA-dS3eA,checkin,16
g_kOqG2Zl8ygx46XKtWilw,checkin,48
eXS7MfYhXGSLQ5Flgoxt1g,checkin,4
-I2-9X1hbqTUH3XwvPMJjA,checkin,52
-Xt7W-mrOxl5MOd1czahCQ,checkin,162
a29C6sg39V2HP_tq3m8nEw,checkin,6
ubyQZRkJAnAw1uYj-7zYLQ,checkin,190
-v8FrfMccLpIzong9XpiuQ,checkin,57
5vI1Jx3FW5BmVIyK1_fRLw,checkin,4
s17GoK2WVzYiICdgKVfl7A,checkin,446
IFxPkgKj7C-znrs0WcJKVA,checkin,17
AAkqVCuUGIP0gvY42_CRYA,checkin,50
-PlBup56BwVItJWUgZ-r_w,checkin,10
0-fFevia4e8dp6XnprfirQ,checkin,4
Hk_btIgVenE72aE71hCHKA,checkin,38
r-iUs1HGwKExd1T2J5ez2w,checkin,8
7EFNxJUVQtF3jS1P6qsweg,checkin,41
ek_GqxkhotdN7r5urC7zww,checkin,8
RzZWLrDXBpbpfkJat4QMlw,checkin,11
Zoykd_TYllQvm0y3HwMk_g,checkin,6
0v1VcrXKeWiLyd3VgEkbxA,checkin,17
qW9UysjJw3y3CwEbzruEEw,checkin,585
uM0D51ZFYZGTziMzhBvtnA,checkin,12
uJuU2JD9Pb2Eq8m0gKoWVw,checkin,7
y1oqe6pFYzQK08evy8vlLg,checkin,6
EyoS7DeZ6FHup9l8CpEoig,checkin,35
cFp-NpPs3jWgZv-L9hpOUg,checkin,4
cmyi1OKQxm01ZwgU4Tb_QQ,checkin,252
rOXifrPLohYZ8Y0hueFhLA,checkin,65
UKOdOxY75TXHf8LZg6znRg,checkin,30
xkiVHfXb0QsuXp8HRzWWGw,checkin,230
SqZxaw_2DdZhWE0kCpToyg,checkin,146
eSX4uzIZxHr41Yszq2TNAg,checkin,15
iGUq9UPsHIDvuii1zcJosA,checkin,75
YkLnMTOf8XsqbYS7_qPNsQ,checkin,103
PJOtxipj9SLRPjyBWiId9Q,checkin,40
UBHENdQcmWBG3vnjz6OdMw,checkin,113
rF5uvk0-2_N60UxJ1NRl0g,checkin,223
bElcA8EVG74VKKmAm2QLeg,checkin,28
b8M1cDi5xUKR0MokOV81xg,checkin,5
031_4e_mTewvUs7LtSf-Mw,checkin,4
EQxR8CKkKSmHW0fgtqVosg,checkin,82
TMpoc-zglldsWNCiJdJpGw,checkin,6
CnqSZ7HmH7723bDfxtVeTg,checkin,16
U1sC16B31usuCwoWYlsP1A,checkin,87
_D3KUba-5fHTbucTBAnigw,checkin,14
52nLXshaS3V4Z-uxRHKFHA,checkin,14
wOJg-a1GqvWf0HS4Nexp5Q,checkin,8
KdRAYAy1yBgBmCFc8tQPow,checkin,6
CqDw9GGerdbcoBUP5RVmtg,checkin,10
dt4nVGuzeF5aTM9U6VHhqg,checkin,5
H4GZBGhtmmfxzDA8MxUr7g,checkin,17
-dz2h55a0SdnBJEXQm9CAQ,checkin,25
XqcD0IF4c4Y7On-k1M8g4g,checkin,84
v1zN2kMLLB3B-D8FTEOWkQ,checkin,7
GCBV_UUm5F1pCelChP5xIw,checkin,12
bxsbIOEauZh3lkQJdAtziQ,checkin,5
Ps6qpHmBDs5LFEOnDTSFVw,checkin,378
AT8Q93hoVJtnvh3VtK0rrw,checkin,14
tPVvfnCL5_bZQMkr7YG-TQ,checkin,16
-6O53B-ksqSKzWM6Y9moEQ,checkin,22
I_KTMnr8ShmlXmgtR5TBfw,checkin,17
Zn0i8aC7rq_juCcuHQNd3Q,checkin,19
cPqDrBq3tL0dCinRFV02Pw,checkin,114
wAcdAHfjTekN-B1zGvQArg,checkin,3
AFlg_sEJyM3UgX3wFRDf6A,checkin,3
0wK--zW6Bgqgvnob8Qc77g,checkin,101
-Rb9vXZjET2PfWMjLzZgvg,checkin,50
Ke7MK6kEiC8Ini5BTavaVg,checkin,4
85tkG-7jNZ6pKZo0X-cRWQ,checkin,154
-66g5M0nzCj0z_IuQPymfQ,checkin,7
MfcXonXMQZQuROvH4Ojceg,checkin,23
Qrw-F4hZExgZ7qLjyyYl3w,checkin,107
ASfFd5hKoG6QF6H3id2l0A,checkin,19
1USCUUAKCBr6YES7XtAf_g,checkin,37
Cr7RAu2aS3yyioaAYaJ8Dw,checkin,46
WzUVU3jGr6qiu9Kuku8pUg,checkin,22
Z7ggHW6B7Hy16Fk2lXK0BQ,checkin,54
yNRA_KJkp-u494_aO6VfvQ,checkin,66
5Pm2O9CdS6hK3rd2ZkZhBg,checkin,16
7B5rovoHmBSoJk6ZhhL-qA,checkin,10
kOK_pWG5OkrBDyxESWPmqA,checkin,314
2MBFuoLUzBoi4zRqH8dG-Q,checkin,76
7H5MW_hw0ns2nslHULBKzQ,checkin,43
ghDZyqosJ9z3dXSm9INUTg,checkin,15
