business_id,city,"attributes.Price Range",latitude,longitude,state
z3yFuLVrmH-3RJruPEMYKw,Scottsdale,1,33.4743712,-111.927001,AZ
IdxOuGJ0mr-5vSSh6YX90g,Scottsdale,1,33.4668009,-111.896512,AZ
lwaLY3V7FyG_e9QUTP_N_g,Scottsdale,1,33.466336,-111.921558,AZ
5eZd9ni35mZlU6n4gocZfA,Scottsdale,1,33.587801,-111.837791,AZ
lTznbdCfBcaNu7G9HJWt1A,Scottsdale,3,33.5866779,-111.8375532,AZ
ezzEgkFRlDYHJKqswJ4QuQ,Scottsdale,4,33.589621,-111.8348037,AZ
DIUYDjvhXcU07sA_D-c7_g,Scottsdale,3,33.5905929,-111.7873002,AZ
ESAm7dJIeS9CdWkgYASk8g,Scottsdale,1,33.5865090566,-111.838730869,AZ
-M1rR1Ip7NOlMn5EbUkuog,Scottsdale,1,33.5890172,-111.8356301,AZ
1_FS3rvpvgGEzr_SncSVpQ,Scottsdale,2,33.5869871,-111.8365715,AZ
Gy6hVorUNFCqNr-eYh5ZVA,Scottsdale,1,33.5864159,-111.835554,AZ
7UGc_-sDF1myq0fkneYocg,Tempe,1,33.4227968,-111.9345668,AZ
ZdQbDVZWDsO-d7q2qW8E3A,Scottsdale,2,33.5873505313,-111.837410823,AZ
Xn06AozwcTvUPFNkknbgnw,Scottsdale,1,33.5871096156,-111.837349882,AZ
ypONG7TOwU7ZTTFc03Zx3w,Scottsdale,"",33.5877042344,-111.836655811,AZ
muM84MN5Xa8-II9YrBNEEA,Scottsdale,"",33.5878481,-111.8383894,AZ
ZCXIBq9iRM4zZ2X6q_CwBA,Scottsdale,2,33.5900785,-111.8360917,AZ
rC1Hn-q0SjhS9-bwLbY8hg,Scottsdale,1,33.589023,-111.8338559,AZ
Ll8J4kc6gyHWeJIr7yogoQ,Scottsdale,1,33.5868108,-111.8473688,AZ
is-olmqaSZ0KCoe-_ftW5w,"Rio Verde",4,33.7329769,-111.6772721,AZ
by3FW3uQWgAxAaZUSuL9Tw,Mesa,1,33.4158273,-111.7902143,AZ
nu5CMK24rMa-WMlB-e_a-A,Phoenix,1,33.3059525,-111.975616,AZ
PwCIMun-O0dB7Kh1NP7n5Q,Tempe,1,33.422756,-111.925685,AZ
uk8GKVX9q_LF8qDZhCON2w,Tempe,2,33.4148757,-111.9160992,AZ
C6gkuLYG_NOobXxaXwUUpA,Tempe,2,33.422192,-111.939615,AZ
jEWfxxA_kjeJE_Z_ku3zLA,Tempe,2,33.426046,-111.9398137,AZ
JokKtdXU7zXHcr20Lrk29A,Tempe,2,33.419568,-111.916097,AZ
N2RtQLz2TiTpaMJoDoUpeA,Tempe,2,33.422274,-111.925947,AZ
jJ2aoxyQjUKYCwWOKO4uPw,Tempe,2,33.4230549,-111.9404797,AZ
OuGcrCgeTBrJnEGvLZ3JvQ,Tempe,1,33.4259647,-111.9402513,AZ
vi3TSM3KR-OW7LlHJ6QmEQ,Tempe,2,33.4449783,-111.9481945,AZ
fb9eLHJ4S--TyXsarJJo-g,Tempe,2,33.4213508,-111.9247139,AZ
hyff2JyqQgf85MaJZslHCg,Tempe,2,33.4245625,-111.9409053,AZ
Lub4-HPEabYInC2befLfeg,Tempe,1,33.4171122,-111.9230235,AZ
EOYA8MBXC1lpCdRDCXGsBg,Peoria,3,33.5803501,-112.2717349,AZ
HMUvbAHRnbAczNrYy8e5MA,Tempe,1,33.422728,-111.951494,AZ
ib23CJSg5HjQi2sOm1yGaw,Tempe,2,33.4221754,-111.9453653,AZ
Dh-jKrXlivowMGDtfD_gug,Tempe,1,33.4222382,-111.9359122,AZ
K9lqz1JiwNE6cctR6qsJuA,Tempe,1,33.4215174,-111.9102085,AZ
mlK98WCvWNn5hkiLtscQTg,Tempe,1,33.4257625,-111.9403724,AZ
ZDXZGMpA4IhIqmMIMdeHlA,Tempe,1,33.4259647,-111.9402513,AZ
LJg8ll83Nio0kiHcAEdRxA,Mesa,2,33.377553,-111.876147,AZ
IVRfWBL3u4qD6QC4l9ne8A,Tempe,2,33.3916359331,-111.909659764,AZ
cT6pMZ5bayq-Jfb6urGTnw,Tempe,"",33.4179661,-111.9403627,AZ
GKzbmBwL2GsRlF7RMuhQdQ,Tempe,1,33.4224002,-111.9243359,AZ
OG6Ks_qeAWpFNnMXulKPRQ,Tempe,2,33.4259647,-111.9402513,AZ
5SYBY1QV6PIbpfsHWUVuqQ,Tempe,1,33.4154433,-111.9155189,AZ
DpVZRn15Trc4oBU6MIxr3g,Tempe,2,33.4217581,-111.9397605,AZ
cQNUozVuJglYjbBx7N8v_Q,Tempe,1,33.4214954,-111.9156226,AZ
TzImzfIWkZTnetKl2a4-SQ,Tempe,2,33.4257625,-111.9403724,AZ
Cix9as8NXr9Ul0boTJ8k1A,Tempe,1,33.4144553,-111.9207409,AZ
oYLfNKc6Q_XKG9ixiMiumQ,Tempe,2,33.4215567,-111.9169322,AZ
eGevCRobYnA_HSj60sEWvQ,Tempe,2,33.4152240101,-111.917897878,AZ
TEBlWbSk0Ep77OezLrGgng,Tempe,1,33.395691,-111.911473,AZ
QQFryeavbo5GHivAzyjeDA,Tempe,2,33.4151154,-111.8864681,AZ
fLtUF61A5WrKIRIaWlf9wg,Tempe,2,33.4271986,-111.9404992,AZ
-bd26a1QEEpqUZjBmtBUiQ,Tempe,2,33.4213360711,-111.951614885,AZ
chudEeZo1SNr-0Mo9L2OgQ,Tempe,1,33.4213508,-111.9247139,AZ
EZox45JjYxhwYFbL70wPIA,Tempe,2,33.4096754,-111.9259345,AZ
MAfc2V_EVtyR9rMxxEAPLg,Tempe,1,33.4146607,-111.9134822,AZ
BZbW0vha5fg4qTfwHMnYjw,Tempe,1,33.4238154,-111.9403088,AZ
sNQJUjJlFv9u_r2RQ9wCcQ,Tempe,2,33.4167355,-111.9221009,AZ
UI8iKvzhGn2qZCGIqtQqrQ,Tempe,1,33.4215877,-111.9531274,AZ
4yFqLSaKpWE7O_ATQ2BqrA,Tempe,2,33.3924711,-111.9098443,AZ
o6w5mssU2sGOceaqPWOczQ,Tempe,"",33.4223217,-111.9257103,AZ
8Hn5X1AqgmSLHRG2KgBJBg,Tempe,2,33.4216173426,-111.946675175,AZ
IK8ID-Dq7LZsPppx4sKLhg,Tempe,1,33.4212112,-111.9601987,AZ
3uGE4jy0FQJ4miKr4PycjA,Phoenix,1,33.6790374,-112.0300807,AZ
RtApx92iFX4n-e1VlQlkmQ,Tempe,2,33.4167677,-111.9222221,AZ
G3zvxtzN46-rfTTqwfhqLg,Tempe,2,33.4216767,-111.9243672,AZ
qCVm6PYjCk4iysC1YgpS6A,Tempe,2,33.4143666,-111.8945678,AZ
onwUqByAIhtkyJsEITV5lQ,Tempe,1,33.4145027,-111.9268353,AZ
_OKVxtql5gdVuH_7dsvlYg,Scottsdale,2,33.4555055533,-111.925985813,AZ
AEDOhkPdlVoYu3ImKDVk9g,Tempe,2,33.4216507,-111.9511572,AZ
8_wUsDlOE8Guecq5RZZjDg,Tempe,2,33.4214795,-111.945394,AZ
SNpVV5viJ2aPylP6bkAx8Q,Tempe,2,33.4143794,-111.9359999,AZ
f_re4xw6zXn2DAbcChF-AQ,Tempe,1,33.4214628,-111.8835179,AZ
eg4nd09goZ8opkthsKgn5Q,Tempe,2,33.414417,-111.921157,AZ
JsanjIgKkl_b6kc4qWC55Q,Tempe,2,33.4213508,-111.9247139,AZ
6pd0Z40VifMh6ETJrOw_0g,Tempe,1,33.4131245,-111.926694,AZ
s30AdC9aWowTeUgS-K6nzw,Tempe,"",33.4366655,-111.9403254,AZ
7kAXbY8hjHhC-nZKR2Embg,Tempe,2,33.4285441,-111.9212357,AZ
NMYXPFV8V5uOi9wUuR3mdg,Tempe,1,33.4167343,-111.9220042,AZ
Zpc6vt3w078dWG6NaP2xwg,Phoenix,3,33.5094949276,-112.074493514,AZ
x-lEn6WxwqSNrdYdgjRsyw,Tempe,1,33.4221754,-111.9453653,AZ
YPjYXym_ELaoo8c2cdVPBA,Tempe,2,33.4253067,-111.9397171,AZ
L2J3JfjXZLnX1rLhWKthqA,Tempe,2,33.426355,-111.939806,AZ
NjoG1iqynioAIRrqd1LszQ,Tempe,2,33.4462212,-111.9269341,AZ
c1yGkETheht_1vjda7G5sA,Tempe,1,33.453786902,-111.927165985,AZ
FPboZrUMSNYE4Yy_0fX-Ug,Tempe,1,33.4486235038,-111.926843081,AZ
XyE2QzPQjhvMXpSyw5Kvog,Tempe,2,33.4497074,-111.9269618,AZ
cfRrO0P-L7o6UWL81pmxCA,Tempe,2,33.4532764,-111.9268652,AZ
G7Q0Tm2XBI5rqd5wyUc0jg,Tempe,1,33.4240021,-111.9396867,AZ
6ie9xvy2WW1pn7RuBvGNhg,Tempe,2,33.4153291,-111.9185086,AZ
fNi9qUvM4G4MtjsFgUI7Qg,Tempe,1,33.4259647,-111.9402513,AZ
VBhgkRUNe9gjc1HpmHA3Zw,Tempe,2,33.4229035,-111.9517607,AZ
MnHlTUSAPev7YRbdZDv5ew,Tempe,1,33.4213391,-111.9257698,AZ
91bPfWMwLMDg08KDcRdV-Q,Tempe,1,33.4212465,-111.9702021,AZ
bMqkyZZzfJ3CnmrgGBjJGg,Tempe,1,33.4139365,-111.9267488,AZ
HibY2EcXQhd4_JK_E_RX-Q,Tempe,1,33.4229035,-111.9517607,AZ
m_rEr3Vg1-f9Dg-Nag4FWg,Tempe,1,33.4215666,-111.942904,AZ
Mh85-BDqDHlngT8G2ZnRWg,Tempe,1,33.421753,-111.94249,AZ
6oRAC4uyJCsJl1X0WZpVSA,Tempe,1,33.4142731,-111.9134509,AZ
cUaaIk_3UdeSJ54CLvrW8A,Tempe,1,33.4243474,-111.9398364,AZ
i8Kf3Mkp1Ln-6IyF_CEFdA,Tempe,2,33.4224569,-111.9029849,AZ
XBm9ffI2pK-A_HcoHXAbcQ,Tempe,2,33.4246763733,-111.939850896,AZ
FG_GRMLSj68ximzfrr9eWw,Tempe,2,33.427732,-111.943236,AZ
jrZ4CdPKcXtFv_xhV8ThaA,Tempe,1,33.4218032,-111.8865789,AZ
5yT-0wF-QK_xAnFkymam6g,Tempe,1,33.4257625,-111.9403724,AZ
Z_AF7hMunongLQ0XZPNaRg,Tempe,1,33.4221885,-111.9465206,AZ
roPC5nhFSV1mklVVOzTjzw,Tempe,1,33.441124,-111.927581,AZ
ZyBuhvPoGBsoJwOQ5y3E2w,Tempe,3,33.4153614,-111.9259732,AZ
IW9yHeqnFCEbO5s1UCrqeA,Tempe,1,33.421319,-111.960158,AZ
C42yP2SAQyit92zVyRAqMw,Tempe,1,33.4223522,-111.9617646,AZ
Qxgecwyn0cy5ZgyUF2urxg,Tempe,1,33.422127,-111.8980176,AZ
Y-NqaDy_1bb-Y5dQ33x-Pw,Tempe,1,33.4205,-111.939492,AZ
PWhBTQmwUo6Zy6ayVBnehA,Tempe,2,33.4274221,-111.9071057,AZ
6md4A90THda31wTg1bB3hg,Tempe,2,33.4276,-111.89997,AZ
5BXNeSwzOy1nhU9PtCHvIw,Tempe,1,33.4216347,-111.8858437,AZ
my9uotsFBYJl9L66iS5EuQ,Tempe,2,33.4237298,-111.9396558,AZ
4XTcSltd2GydhvOzAV4SaQ,Tempe,1,33.4213508,-111.9247139,AZ
_uxcGC8YbHH2kJgXT2CxZw,Tempe,2,33.4369319,-111.9270714,AZ
Nn3-TusAdjjkZxlbctWfMA,Tempe,1,33.414851,-111.912055,AZ
x8I3XYa6CbI9REIJpDFtQA,Tempe,1,33.4185165,-111.9360978,AZ
gVag_jYdqq3RkIDSvrX2lA,Tempe,2,33.4282726,-111.8933981,AZ
-O7H5LhBkE13VQZB0QZI0Q,Tempe,2,33.4238154,-111.9403088,AZ
me3myIgtuIgLEC5jd97uZw,Tempe,2,33.4214488,-111.9447584,AZ
IIYSJTKznSQmb--Kt1-HGA,Tempe,2,33.421712,-111.925231,AZ
q33WQvdsAeJHbTDYnCvxMw,Tempe,1,33.4214129644,-111.9671705,AZ
CO8UjN6WXsDJqo5qJx8nFA,Tempe,1,33.4212112,-111.9601987,AZ
vAOTGsBMJp2ebRCJ6Ny7NQ,Tempe,2,33.429221,-111.940425,AZ
BZ5Fqx0dTwZgnLzCcMyJaQ,Tempe,1,33.4226409,-111.8962585,AZ
3RUJC4vuhzHzwnTejIk5wA,Tempe,"",33.424655503,-111.976805691,AZ
EKzMHI1tip8rC1-ZAy64yg,Tempe,3,33.4235148,-111.9374375,AZ
IoKd6IJaSZnR8KZTuHw-yA,Tempe,2,33.423411,-111.94049,AZ
S7f-B7KNSTU_akRQGeft6Q,Tempe,2,33.423411,-111.94049,AZ
vgJE_xDSFuijEUWgUCfkwg,Tempe,1,33.4215996,-111.9615974,AZ
Kur7YGwuw6CqnqEypNrOvQ,Tempe,1,33.4212112,-111.9601987,AZ
vn--f9GegaR91hhcBWnSmw,Tempe,3,33.4226409,-111.8962585,AZ
6cP98Gw5ewNPd9moSh5Pkg,Tempe,1,33.4266418,-111.9413008,AZ
u4gTf8OO6ywnnBUp7UL_vA,Tempe,"",33.4211717,-111.9149003,AZ
d73gYu52C-Wt24RAGUy9Ow,Tempe,2,33.4165769,-111.9256474,AZ
4AKcmN--0hbF0kX9pg8scg,Tempe,1,33.422317,-111.936309,AZ
tmFFpZxewCwtZGnC4YfcXg,Tempe,"",33.3914283,-111.9390362,AZ
q37eFP7wNLVg5ka1BophAg,Tempe,2,33.4143460071,-111.928995002,AZ
9cANTUpowLc0Xly53ThAwg,Tempe,4,33.4217395,-111.883236,AZ
W5tBa2Bvs2fCXQuM40REAA,Tempe,1,33.4144347,-111.923705,AZ
-wwJIaO7-diyEqxGwZKVuQ,Tempe,1,33.4213255,-111.8932437,AZ
kBF7JSs3VGdjjcf46vk4nw,Tempe,1,33.4212112,-111.9601987,AZ
yi5pFL1xhnMUH0BZb8xNUw,Tempe,1,33.4199328,-111.9232096,AZ
PrKS4I_84Ucpc9yur1YR6w,Tempe,1,33.4152426,-111.9196665,AZ
Kv3rSUtmAzDA2ADAkKUVYg,Tempe,2,33.4152426,-111.9196665,AZ
iNT6pcUugoXsDlZgRTyhtw,Tempe,2,33.426651,-111.940428,AZ
0udEgNqy5rLR5pZ4kD19Og,Tempe,2,33.4214488,-111.9447584,AZ
Qc_t3guyioM8kLq-MCo5DQ,Tempe,2,33.4151927,-111.9049942,AZ
2ceeU8e3nZjaPfGmLwh4kg,Tempe,2,33.421269,-111.943306,AZ
O7zS7fvyNcq91iFABSMudA,Tempe,"",33.4433302,-111.9267906,AZ
KyiV6r8jH_bgq3VkAaYw_A,Tempe,1,33.444213,-111.959388,AZ
rlQCMHmaMjPzEh3BeaDkIg,Tempe,2,33.362493,-111.929061,AZ
q_1hHEvV3qC4PSo65Rq_Ig,Tempe,3,33.3637461,-111.927012,AZ
MwaFQkJxzqg8G5_hTip99A,Tempe,2,33.3787501,-111.9663674,AZ
D3e0Caowj_1X4o6C9hzN1w,Tempe,2,33.3777879,-111.9364361,AZ
4IiZ8S7xViflVR9Fo4SGpw,Tempe,"",33.3629286,-111.9276215,AZ
RtkO-NApvScuMyQGpwRfIw,Tempe,2,33.3613469,-111.9107304,AZ
63oKTPacLDyd9D5XwmAlUA,Tempe,2,33.3796037,-111.9222579,AZ
0m0KmAYGvC34MfwJIEgCEA,Tempe,2,33.351139,-111.963499,AZ
eWvfBkL6NPtIjfqhCo7EdA,Tempe,1,33.3637348,-111.9307196,AZ
XdE5tAqE9XYpXbSQoHhCkg,Tempe,1,33.3773304,-111.9504005,AZ
y3V2jqKmvWjyo9Mc-Ipn4g,Tempe,2,33.3773276,-111.9086062,AZ
b7-1zOz2yaQZ7JUHqHLAlA,Tempe,1,33.3771903,-111.9520135,AZ
n2obEkXP7e3QCNkYXcO3Cg,Tempe,1,33.3778109,-111.9371266,AZ
UcxhYSDoxIAzZb8r-5eWvQ,Tempe,1,33.3787442,-111.9272157,AZ
p06uRJ0HO4k9FXabVX45Pg,Tempe,1,33.3778968,-111.9607235,AZ
SZ9JuY-zD0SIrBS1b9Isyg,Tempe,1,33.363644,-111.911042,AZ
yKC98yTn7_feZ8LOx5jAvA,Tempe,2,33.3643108,-111.9124271,AZ
wyufuBq-I4wi8Xcf78RsIQ,Tempe,1,33.3778361,-111.9646214,AZ
bygCmRIxMiLjs66Qf3whSA,Tempe,1,33.364213,-111.911785,AZ
446KvdN175pZ8nc64QB51w,Tempe,1,33.3779711,-111.9057836,AZ
-KZC-59mP5Kcr52Zk7W89w,Tempe,1,33.3773141,-111.9500447,AZ
nseCVrqIJ6GLdSz6dn4fkA,Tempe,1,33.3742188,-111.9193554,AZ
ZlmZKy8IYfExSP33WJflwQ,Tempe,2,33.3777945,-111.9381961,AZ
3_-UavvGHSl3yzyX3KGg0Q,Tempe,1,33.3631806,-111.9291133,AZ
pvykuvnqChIuYe1BwKXwbA,Tempe,2,33.3776091,-111.9531183,AZ
tHztlek7Ecs-5ZonXUATyA,Tempe,"",33.351358,-111.965949,AZ
ZT4yweuACGHR9KtlqPJpiA,Tempe,1,33.3781,-111.949,AZ
pKTeXV3wKJGJOmQjHcUo3Q,Guadalupe,2,33.3720573,-111.9631837,AZ
xgiMIVfuR94h2NACaQfo3w,Tempe,1,33.3637463,-111.926913,AZ
iZpgRNPogioU5sEaDyl5uw,Tempe,1,33.3632228,-111.9276562,AZ
w1yFZM9AB1YE4yLzFZHl3g,Tempe,1,33.3500101264,-111.929061357,AZ
eYi7Ylx0srVaeCLnkeXyrQ,Tempe,1,33.3786663,-111.9238382,AZ
aS3B7B2CgaJMJ4kJ2RtxBw,Tempe,1,33.3774105,-111.9401151,AZ
tVS-UesWidRGd_CW1b6G_g,Tempe,2,33.3628465,-111.9106619,AZ
m4Vdae9cdx7bgr6bIjjbkw,Tempe,2,33.3620529,-111.9126619,AZ
ApEvXLmsPMWsUVEfPkrmfg,Tempe,1,33.3500187,-111.9299298,AZ
Kp7FuOK-vb1ufpCsTU14eQ,Tempe,2,33.379134,-111.9219593,AZ
pSiR8m18iick2D7TFdmb-Q,Tempe,1,33.3779734,-111.9062418,AZ
baV9mE-cD9u-buA9N_k-Xg,Tempe,1,33.3773387,-111.907454,AZ
jmzWFl2JLxHP951NH-IZLw,Tempe,1,33.3644506,-111.9130869,AZ
TOy2PLtojYMCaVzHsEzyhw,Tempe,1,33.3778361,-111.9646214,AZ
lJcXm5UJ2yAGcX6hUN2kfg,Tempe,1,33.3779491,-111.9639459,AZ
QxpX4slDIOGFEHlPV4mrSw,Guadalupe,2,33.3633651,-111.9624951,AZ
166feddAL9YETnzTSUJ8aA,Guadalupe,1,33.3633651,-111.9624951,AZ
YL_EiYALmGUd1lm5HZgL3w,Tempe,1,33.377697734,-111.938885567,AZ
fON48rwmABedlUu0DWVEiA,Tempe,1,33.3633965,-111.9097331,AZ
pA0Z8FbnfsoRmHe1ULqHeQ,Tempe,1,33.3778492,-111.9618564,AZ
2o8wGRVSn1UCrwSMqwgu-g,Tempe,1,33.3644506,-111.9130869,AZ
sNuyncpQdcvfEpfZS-3Yew,Chandler,1,33.3212539,-111.91169,AZ
56YapUus0bh9BFax-HIbPA,Tempe,1,33.3792202,-111.9767429,AZ
kCuThQa4pyo6S7hXyfSqkg,Tempe,1,33.3787585373,-111.968973505,AZ
UcEaSZ2nd721f0C67zN23w,Tempe,1,33.3792202,-111.9767429,AZ
onLmrFfGrkq7ZGGdwamAHw,Gilbert,2,33.2648362,-111.6866355,AZ
ZLMTpar6-f_TgekXpaza6g,Gilbert,2,33.265227224,-111.687269211,AZ
omHC9VhPZIQiAXWnZEe8eA,Gilbert,2,33.2670732,-111.6868891,AZ
TWVaL3ESiJGJgl90UNktSA,Gilbert,2,33.2655002,-111.6878896,AZ
8tGQZpKXJzQEu0we77w7eg,Gilbert,1,33.2669731,-111.68752,AZ
AoQ53rJ0ZWvVgJYRXGduKQ,Glendale,2,33.5533448,-112.1692338,AZ
jF3BJ0ug2eZqIytkXwyNHg,Phoenix,1,33.3929479,-112.072993,AZ
ZgvRm5mAyHJs-yWH6pYHww,Glendale,2,33.6401949,-112.1859934,AZ
v3_HPMBNL1yHQgZbcwn5Vw,Glendale,"",33.530251,-112.185865,AZ
dVdZTdXcz2W-Hp3NFXQuJA,Glendale,1,33.5227015,-112.152081,AZ
eU2JxDxIVprToUBtDA_J9Q,Glendale,1,33.5233113,-112.1669679,AZ
jTZHkFkfZTPczaxLskOlAA,Glendale,1,33.642205,-112.2253174,AZ
j5qC_y7mRRWNUqFdR8Z1_A,Avondale,1,33.492362284,-112.289082103,AZ
OzGAWm2SvthsWHx-P8ymRg,Glendale,1,33.5526139,-112.169559,AZ
nJNvvbLZ4aenArn1C5-3qA,Glendale,1,33.5381159,-112.1570479,AZ
DcdKY5xrDce4QEHZ7cE5Jw,Glendale,1,33.5272695,-112.1519706,AZ
iOdaFYr_V6SKEKzB2fE92Q,Glendale,1,33.5378872,-112.1993269,AZ
BV6UddJLIEbGolwBKLIoLg,Glendale,1,33.538387,-112.187284,AZ
Dl75rUIh6VWgg4bRxOLqoA,Glendale,1,33.538924,-112.1519648,AZ
RDuYiyWttgSY0_TE8gy3dw,Glendale,1,33.5244194,-112.186737,AZ
1cTI09YZ3uRPXt3YkznuPg,Glendale,2,33.541482,-112.181562,AZ
9rELgXY-D-MbH3HuKotcmQ,Glendale,1,33.642205,-112.2253174,AZ
mLH4DEWVcYVFHwsVNyb-uw,Glendale,1,33.5378837,-112.1660776,AZ
2zJbG645xRdTfAprhaVQTQ,Glendale,1,33.5387103,-112.2006788,AZ
UksBiIoqV0sr4kcqBOE4nQ,Glendale,1,33.5382637,-112.1819148,AZ
a3qe-zQm7ZbkzIEuWNvIzA,Glendale,1,33.5308698,-112.1955864,AZ
DfJRq4pqowfdTB4iTAENjQ,Glendale,2,33.5531288,-112.1523852,AZ
xqg3eJBQjPTeNJAk33Bm9A,Glendale,1,33.5520425,-112.1865211,AZ
5lYd_fpm7ug7_Xzu7RloPQ,Glendale,1,33.5236348,-112.1525238,AZ
AuGGWt7dV11fRBl_LPQGwg,Glendale,1,33.5381795,-112.1742534,AZ
kOeoqBdvLDC7xV6fgFVRVQ,Scottsdale,2,33.5238817,-111.8993445,AZ
VCGyfZMhaCNUnYTK-ihvXQ,Glendale,1,33.5347563558,-112.175063968,AZ
lmlhy33A_rkwTeE2rl9ltA,Glendale,1,33.5387592,-112.1977171,AZ
CtyV5TghWQZZ7F3QlpPp3w,Glendale,2,33.5387295,-112.152337,AZ
j7VSCsghJpMIOzTORGo7SQ,Glendale,1,33.5387244,-112.1737702,AZ
XOxymScksb0RZ2P3V2B5lg,Glendale,1,33.5455309,-112.1691065,AZ
fvQJ9iwsdCZyWkKmrmP53Q,Glendale,1,33.5540293,-112.1694892,AZ
9_2qTGdmBx2lAJlAIKHOiw,Glendale,1,33.5540424,-112.1699072,AZ
egg24z4u39SU4bne74k0dw,Glendale,1,33.5378599,-112.1834478,AZ
zwGhUe335Hvcv10_2YiaMA,Glendale,2,33.5417831,-112.1859161,AZ
SvZXOhA_hIuQgR34VfVqnQ,Glendale,1,33.5382611,-112.1926084,AZ
3WTt7zs_JGdQnFnxKADQww,Glendale,2,33.513395,-112.1869804,AZ
znk2Myv_dDjUIRm7cYHdHQ,Glendale,1,33.5387272,-112.1831646,AZ
19yh2tk7HXOBG8GU0_OrKQ,Glendale,1,33.5382958,-112.1759478,AZ
oPhx1YGHyLmtl6sfo3Vr8A,Glendale,2,33.5387191,-112.1662867,AZ
PLSEnkN4XybG_6qJi0R27w,Glendale,2,33.53548,-112.1594654,AZ
4RsM5U2poPyQZsaefj85lA,Glendale,1,33.5378837,-112.1660776,AZ
VEDXuvU1gZy3PqD9q32uwQ,Glendale,2,33.5538106,-112.1520273,AZ
Yw86Jnab9ixke9xJ5pLhMQ,Glendale,1,33.5387637,-112.1783923,AZ
8VRTiv3IWanIf6W16KxHnw,Glendale,2,33.5384328,-112.1527588,AZ
O-s2pyewnZXyyxBAfka7-A,Glendale,1,33.5169644,-112.1686935,AZ
QtJSfc2kMLacyfyL9Z6NUQ,Glendale,1,33.535311,-112.185266,AZ
Ldf1VTbrd66IKzhhLcNjdQ,Glendale,1,33.5186149,-112.185271,AZ
RjMUBuL5XVoyrS58xxImqQ,Glendale,1,33.5370013,-112.152069,AZ
WYd1nHMfXkuSUOXXiXFvpQ,Glendale,1,33.5379925,-112.1550421,AZ
oB3LAXzg-GgnPbBRUsvxxw,Glendale,1,33.5381214,-112.1655201,AZ
4kSWilkz2MRpLRDBQH0j7g,Glendale,1,33.5382697,-112.1776252,AZ
QzC9ePNTrJ5QQwehsmMAWA,Glendale,2,33.5387695,-112.1873534,AZ
5fJpJUUUCm63JiiXwvRaSQ,Glendale,2,33.5386,-112.153393,AZ
CFuzIBaREsa0nunnI_FFYg,Glendale,1,33.5530537,-112.1874144,AZ
hLRoMJv9KSoBLJILh2TwOg,"Sun City",2,33.6384755,-112.2921248,AZ
C3X564vqQ1bYLE9rlg5Q0Q,Glendale,1,33.5238851,-112.2040154,AZ
Gx3o4ZIEF9m8vD6XWDpRmA,Glendale,2,33.5095967,-112.2050201,AZ
sc1UacpE3cVNJueMdXiCyA,Glendale,2,33.5237855,-112.2048269,AZ
ooBRDpqZypJaMcFdWqlpoA,Glendale,1,33.5093105,-112.2369586,AZ
A4hIVUS7AsOFXbHxqDuKnQ,Glendale,2,33.5250876,-112.204019,AZ
367BbOm_KU4ljgj41p9f3g,Glendale,1,33.5088976,-112.2653492,AZ
7ZkMXHdSTpzNBOc-LO9H5A,Glendale,2,33.537036,-112.238354,AZ
EisnS8lX8Ky9QmLMqYV57Q,Glendale,1,33.5103025,-112.2670102,AZ
WlkZUClmQxCRdvSXpp8YrQ,Glendale,"",33.544421,-112.254646,AZ
UvHZBttSo_9mkebNGJfS-A,Glendale,1,33.5371012,-112.2389141,AZ
8d_SGsngG_CfqzSKC6S2IQ,Glendale,1,33.5089182,-112.266916,AZ
GPmV6e8A1gpfrCCrbe3Pkg,Glendale,1,33.5089596,-112.2648001,AZ
7rNxQjRe7vd755tG6JeU2w,Glendale,1,33.5361,-112.35793,AZ
cOr0xbyE05N2GKYXjRE61w,Glendale,1,33.5385016,-112.3567264,AZ
SMQb2VoExY5NPqHXN7fQUA,Glendale,1,33.5372442,-112.3572198,AZ
6G4UcbJ-j9v9TOAJekkvAw,Glendale,1,33.5373041185,-112.357655332,AZ
0RRF8JzxEUPd-xbjCn425A,Glendale,2,33.539416,-112.356752,AZ
oKGhW4Vb3CDiGfPQDNkpzw,Glendale,1,33.5364051,-112.3414051,AZ
N-nkzCuapzx5Kd7iHeU0qw,Glendale,1,33.5364338,-112.3555955,AZ
V4756hXiW7Fc7U4M4NQZ3Q,Avondale,2,33.4414221343,-112.337805899,AZ
4xTEUanoQgInQXRMBZtYuQ,Avondale,1,33.4567961,-112.2736528,AZ
9DB48MHMahGgiMUa5Dgu1A,Avondale,"",33.4334649,-112.3278161,AZ
B_fVPPUxw0TA9TfT5NB5AQ,Avondale,1,33.463626,-112.3391458,AZ
HBzv6vjTkeM-s_UIFCg2gg,Avondale,1,33.4285293263,-112.345359,AZ
trfF3AKehmfm7vOxSjDTOg,Avondale,"",33.4312513008,-112.345530661,AZ
qrHgr-K7dPho55HdzuA1iw,Avondale,1,33.493817,-112.290596,AZ
JgA_FDowbryQiKgs6ruBmA,Avondale,1,33.4919438,-112.2897331,AZ
OFdO9i3NZ23HNS2ua4PVoQ,Avondale,1,33.4923161,-112.2874139,AZ
4FwGN_7Qu0q45E-0C4McPA,Avondale,1,33.49332,-112.29152,AZ
oeGNIi1XEjpEXb8D5HdEFA,Avondale,2,33.4930125,-112.2910074,AZ
